per_sequence_of_length_pos,per_enum_index_show,lte-rrc_message_value,per_enum_index_value,lte-rrc_dedicatedInfoNAS_size,per_extension_bit_name,per_extension_bit_showname,lte-rrc_dedicatedInfoType_size,per_octet_string_length_showname,per_extension_present_bit_name,lte-rrc_rrc_TransactionIdentifier_name,lte-rrc_securityModeComplete_element_name,per_enum_index_showname,lte-rrc_DL_DCCH_Message_element_size,lte-rrc_UL_DCCH_Message_element_size,per_extension_bit_pos,lte-rrc_c1_showname,lte-rrc_schedulingInfoSIB1_BR_r13_value,lte-rrc_rrc_TransactionIdentifier_value,lte-rrc_dedicatedInfoNASList_value,lte-rrc_c1_show,lte-rrc_ulInformationTransfer_r8_element_size,lte-rrc_BCCH_DL_SCH_Message_element_name,lte-rrc_criticalExtensions_showname,lte-rrc_ueCapabilityInformation_element_name,lte-rrc_ue_Identity_value,lte-rrc_UL_DCCH_Message_element_name,lte-rrc_criticalExtensions_value,per_octet_string_length_name,per_optional_field_bit_showname,lte-rrc_dedicatedInfoType_showname,lte-rrc_ue_CapabilityRequest_name,per_choice_index_pos,lte-rrc_spare_showname,lte-rrc_systemFrameNumber_show,per_sequence_of_length_value,lte-rrc_dlInformationTransfer_r8_element_size,lte-rrc_ulInformationTransfer_r8_element_pos,per_enum_index_name,lte-rrc_criticalExtensions_name,per_choice_index_value,lte-rrc_dedicatedInfoType_value,lte-rrc_systemInfoUnchanged_BR_r15_name,per_octet_string_length_value,lte-rrc_dlInformationTransfer_element_name,lte-rrc_c1_size,lte-rrc_rrc_TransactionIdentifier_pos,lte-rrc_systemInformationBlockType1_element_showname,lte-rrc_dedicatedInfoNAS_show,lte-rrc_securityModeCommand_element_showname,per_num_sequence_extensions_value,label
41.0,3.0,112.0,21.0,3.0,1.0,4.0,4.0,6.0,1.0,1.0,1.0,4.0,15.0,5.0,45.0,15.0,33.0,20.0,9.0,9.0,4.0,1.0,0.0,1.0,8.0,0.0,110.0,0.0,9.0,0.0,1.0,48.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,16.0,3.0,1.0,0.0,1.0,5.0,40.0,1.0,38.0,1.0,5308.0,2
41.0,3.0,13.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,0.0,1.0,4.0,15.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,13.0,0.0,2.0,0.0,1.0,784.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,2.0,13.0,1.0,0.0,0.0,15.0,784.0,1.0,96.0,1.0,5308.0,2
41.0,3.0,17.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,0.0,1.0,4.0,15.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,17.0,0.0,2.0,0.0,1.0,1751.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,2.0,17.0,1.0,0.0,0.0,15.0,1751.0,1.0,100.0,1.0,5308.0,2
41.0,3.0,112.0,21.0,3.0,1.0,4.0,4.0,6.0,1.0,1.0,1.0,4.0,15.0,5.0,45.0,15.0,33.0,20.0,9.0,9.0,4.0,1.0,0.0,1.0,8.0,0.0,110.0,0.0,9.0,0.0,1.0,1420.0,2.0,36.0,5.0,14.0,1421.0,1.0,0.0,16.0,3.0,1.0,0.0,1.0,5.0,40.0,1.0,38.0,1.0,5308.0,2
41.0,3.0,18.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,0.0,1.0,4.0,15.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,18.0,0.0,2.0,0.0,1.0,2921.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,2.0,18.0,1.0,0.0,0.0,15.0,2921.0,1.0,101.0,1.0,5308.0,2
41.0,3.0,27.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,0.0,1.0,4.0,15.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,27.0,0.0,2.0,0.0,1.0,334.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,2.0,27.0,1.0,0.0,0.0,15.0,334.0,1.0,110.0,1.0,5308.0,2
41.0,3.0,18.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,0.0,1.0,4.0,15.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,18.0,0.0,2.0,0.0,1.0,2921.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,2.0,18.0,1.0,0.0,0.0,15.0,2921.0,1.0,101.0,1.0,5308.0,2
41.0,3.0,112.0,21.0,3.0,1.0,4.0,4.0,6.0,1.0,1.0,1.0,4.0,15.0,5.0,45.0,15.0,33.0,20.0,9.0,9.0,4.0,1.0,0.0,1.0,8.0,0.0,110.0,0.0,9.0,0.0,1.0,1817.0,2.0,36.0,5.0,14.0,1818.0,1.0,0.0,16.0,3.0,1.0,0.0,1.0,5.0,40.0,1.0,38.0,1.0,5308.0,2
41.0,1.0,92.0,1.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,1.0,1.0,13.0,45.0,3.0,33.0,28.0,9.0,5.0,12.0,1.0,0.0,1.0,8.0,1.0,92.0,1.0,5.0,1.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,0.0,0.0,5.0,112.0,1.0,1.0,1.0,1.0,40.0,1.0,134.0,1.0,5308.0,2
41.0,0.0,96.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,0.0,15.0,13.0,45.0,1.0,33.0,20.0,9.0,0.0,12.0,1.0,4.0,1.0,8.0,1.0,167.0,1.0,8.0,1.0,1.0,34.0,2.0,36.0,5.0,14.0,49.0,0.0,1.0,11.0,112.0,1.0,1.0,1.0,1.0,40.0,1.0,134.0,1.0,5308.0,2
41.0,3.0,170.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,4.0,15.0,13.0,45.0,16.0,33.0,20.0,9.0,3.0,12.0,1.0,4.0,1.0,8.0,1.0,167.0,1.0,10.0,1.0,1.0,34.0,2.0,36.0,5.0,14.0,49.0,1.0,1.0,25.0,112.0,1.0,1.0,1.0,14.0,40.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,171.0,7.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,2.0,15.0,13.0,45.0,16.0,12.0,20.0,9.0,3.0,12.0,1.0,4.0,1.0,8.0,1.0,167.0,1.0,10.0,1.0,1.0,40.0,1.0,9.0,5.0,14.0,49.0,0.0,1.0,26.0,112.0,0.0,1.0,1.0,14.0,40.0,1.0,134.0,1.0,5308.0,0
34.0,1.0,97.0,3.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,1.0,15.0,13.0,45.0,10.0,33.0,20.0,9.0,1.0,12.0,0.0,4.0,1.0,8.0,1.0,167.0,1.0,3.0,1.0,1.0,34.0,2.0,36.0,2.0,14.0,49.0,0.0,1.0,12.0,112.0,1.0,1.0,1.0,14.0,40.0,0.0,134.0,1.0,5308.0,0
34.0,3.0,0.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,4.0,15.0,13.0,45.0,9.0,33.0,20.0,9.0,0.0,12.0,0.0,3.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,34.0,2.0,36.0,0.0,14.0,49.0,1.0,0.0,1.0,112.0,1.0,1.0,1.0,32.0,40.0,1.0,134.0,1.0,5308.0,0
41.0,4.0,109.0,14.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,3.0,15.0,13.0,45.0,4.0,33.0,20.0,9.0,1.0,12.0,1.0,1.0,1.0,6.0,1.0,107.0,1.0,10.0,1.0,1.0,35.0,0.0,36.0,5.0,14.0,49.0,0.0,0.0,14.0,112.0,1.0,1.0,1.0,6.0,40.0,1.0,134.0,1.0,5308.0,0
46.0,3.0,168.0,4.0,13.0,0.0,2.0,14.0,11.0,1.0,0.0,1.0,2.0,15.0,13.0,45.0,5.0,33.0,60.0,9.0,3.0,12.0,1.0,0.0,1.0,8.0,1.0,166.0,1.0,7.0,1.0,1.0,44.0,2.0,36.0,4.0,14.0,49.0,0.0,0.0,21.0,112.0,1.0,1.0,1.0,19.0,44.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,61.0,21.0,21.0,1.0,4.0,14.0,4.0,1.0,0.0,1.0,4.0,15.0,23.0,45.0,6.0,33.0,20.0,9.0,4.0,12.0,1.0,0.0,1.0,8.0,0.0,61.0,0.0,6.0,1.0,1.0,46.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,3.0,112.0,1.0,0.0,1.0,23.0,46.0,1.0,0.0,1.0,5308.0,0
41.0,3.0,36.0,21.0,36.0,1.0,4.0,37.0,8.0,1.0,0.0,1.0,4.0,38.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,36.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,37.0,49.0,1.0,0.0,2.0,52.0,1.0,1.0,0.0,38.0,40.0,1.0,4.0,1.0,5308.0,0
41.0,3.0,136.0,21.0,11.0,1.0,4.0,12.0,0.0,1.0,1.0,1.0,4.0,15.0,13.0,45.0,15.0,33.0,20.0,9.0,9.0,12.0,1.0,0.0,1.0,8.0,0.0,134.0,0.0,9.0,0.0,1.0,48.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,16.0,74.0,1.0,1.0,1.0,13.0,40.0,1.0,26.0,1.0,5308.0,0
41.0,3.0,31.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,0.0,1.0,4.0,15.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,31.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,2.0,31.0,1.0,0.0,0.0,15.0,40.0,1.0,114.0,1.0,5308.0,0
41.0,3.0,118.0,21.0,8.0,1.0,4.0,9.0,10.0,1.0,1.0,1.0,4.0,15.0,10.0,45.0,15.0,33.0,20.0,9.0,9.0,9.0,1.0,0.0,1.0,8.0,0.0,116.0,0.0,9.0,0.0,1.0,48.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,16.0,40.0,1.0,1.0,1.0,10.0,40.0,1.0,123.0,1.0,5308.0,0
41.0,0.0,93.0,0.0,13.0,0.0,1.0,14.0,11.0,0.0,0.0,1.0,0.0,2.0,13.0,41.0,7.0,33.0,30.0,9.0,6.0,12.0,1.0,0.0,1.0,8.0,1.0,93.0,1.0,2.0,1.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,0.0,0.0,7.0,112.0,1.0,1.0,1.0,2.0,40.0,1.0,134.0,0.0,5308.0,0
41.0,3.0,92.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,0.0,4.0,15.0,1.0,45.0,8.0,33.0,28.0,9.0,5.0,12.0,1.0,2.0,1.0,8.0,0.0,92.0,1.0,9.0,1.0,1.0,50.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,5.0,112.0,1.0,1.0,1.0,1.0,50.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,94.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,4.0,2.0,13.0,45.0,11.0,33.0,38.0,9.0,7.0,12.0,1.0,0.0,1.0,8.0,1.0,94.0,1.0,2.0,1.0,0.0,40.0,2.0,36.0,0.0,14.0,49.0,1.0,0.0,9.0,112.0,1.0,1.0,1.0,2.0,40.0,1.0,134.0,1.0,5308.0,0
49.0,3.0,95.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,4.0,15.0,14.0,45.0,12.0,33.0,38.0,9.0,7.0,12.0,1.0,0.0,0.0,8.0,0.0,95.0,1.0,0.0,1.0,1.0,48.0,2.0,36.0,1.0,14.0,49.0,1.0,0.0,9.0,112.0,1.0,1.0,1.0,14.0,48.0,1.0,134.0,1.0,5308.0,0
43.0,4.0,84.0,17.0,13.0,0.0,3.0,14.0,11.0,1.0,0.0,1.0,3.0,106.0,13.0,42.0,2.0,33.0,20.0,1.0,4.0,12.0,1.0,0.0,1.0,8.0,1.0,84.0,1.0,1.0,1.0,1.0,40.0,2.0,36.0,3.0,14.0,49.0,0.0,0.0,3.0,112.0,1.0,1.0,1.0,106.0,40.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,154.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,1.0,1.0,4.0,15.0,15.0,45.0,15.0,33.0,20.0,9.0,9.0,14.0,1.0,0.0,1.0,8.0,0.0,152.0,0.0,9.0,0.0,1.0,61.0,2.0,36.0,5.0,14.0,62.0,1.0,0.0,16.0,101.0,1.0,1.0,1.0,15.0,40.0,1.0,86.0,1.0,5308.0,0
41.0,3.0,54.0,21.0,51.0,1.0,4.0,52.0,9.0,1.0,0.0,1.0,4.0,53.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,54.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,52.0,49.0,1.0,0.0,2.0,87.0,1.0,1.0,0.0,53.0,40.0,1.0,78.0,1.0,5308.0,0
41.0,1.0,92.0,1.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,1.0,1.0,13.0,45.0,3.0,33.0,28.0,9.0,5.0,12.0,1.0,0.0,1.0,8.0,1.0,92.0,1.0,5.0,1.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,0.0,0.0,5.0,112.0,1.0,1.0,1.0,1.0,40.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,110.0,15.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,2.0,15.0,13.0,45.0,4.0,33.0,20.0,9.0,1.0,12.0,1.0,1.0,1.0,6.0,1.0,108.0,1.0,10.0,1.0,1.0,35.0,0.0,36.0,5.0,14.0,49.0,0.0,0.0,14.0,112.0,1.0,1.0,1.0,6.0,40.0,1.0,134.0,1.0,5308.0,0
46.0,3.0,168.0,4.0,13.0,0.0,2.0,14.0,11.0,1.0,0.0,1.0,2.0,15.0,13.0,45.0,5.0,33.0,60.0,9.0,3.0,12.0,1.0,0.0,1.0,8.0,1.0,166.0,1.0,7.0,1.0,1.0,44.0,2.0,36.0,4.0,14.0,49.0,0.0,0.0,21.0,112.0,1.0,1.0,1.0,19.0,44.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,171.0,7.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,2.0,15.0,13.0,45.0,16.0,24.0,20.0,9.0,3.0,12.0,1.0,4.0,1.0,8.0,1.0,167.0,1.0,10.0,1.0,1.0,40.0,1.0,15.0,5.0,14.0,49.0,0.0,1.0,26.0,112.0,0.0,1.0,1.0,14.0,40.0,1.0,134.0,1.0,5308.0,0
34.0,1.0,97.0,3.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,1.0,15.0,13.0,45.0,10.0,33.0,20.0,9.0,1.0,12.0,0.0,4.0,1.0,8.0,1.0,167.0,1.0,3.0,1.0,1.0,34.0,2.0,36.0,2.0,14.0,49.0,0.0,1.0,12.0,112.0,1.0,1.0,1.0,14.0,40.0,0.0,134.0,1.0,5308.0,0
34.0,3.0,0.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,4.0,15.0,13.0,45.0,9.0,33.0,20.0,9.0,0.0,12.0,0.0,3.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,34.0,2.0,36.0,0.0,14.0,49.0,1.0,0.0,1.0,112.0,1.0,1.0,1.0,32.0,40.0,1.0,134.0,1.0,5308.0,0
41.0,4.0,101.0,12.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,3.0,15.0,13.0,45.0,4.0,33.0,20.0,9.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,10.0,1.0,1.0,35.0,0.0,36.0,5.0,14.0,49.0,0.0,0.0,14.0,112.0,1.0,1.0,1.0,6.0,40.0,1.0,134.0,1.0,5308.0,0
46.0,3.0,168.0,4.0,13.0,0.0,2.0,14.0,11.0,1.0,0.0,1.0,2.0,15.0,13.0,45.0,5.0,33.0,60.0,9.0,3.0,12.0,1.0,0.0,1.0,8.0,1.0,166.0,1.0,7.0,1.0,1.0,44.0,2.0,36.0,4.0,14.0,49.0,0.0,0.0,21.0,112.0,1.0,1.0,1.0,19.0,44.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,77.0,21.0,32.0,1.0,4.0,14.0,7.0,1.0,0.0,1.0,4.0,15.0,34.0,45.0,6.0,33.0,20.0,9.0,4.0,12.0,1.0,0.0,1.0,8.0,0.0,77.0,0.0,6.0,1.0,1.0,46.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,3.0,112.0,1.0,0.0,1.0,34.0,46.0,1.0,57.0,1.0,5308.0,0
41.0,3.0,3.0,21.0,3.0,1.0,4.0,4.0,6.0,1.0,0.0,1.0,4.0,5.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,3.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,4.0,49.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,40.0,1.0,36.0,1.0,5308.0,0
41.0,3.0,145.0,21.0,11.0,1.0,4.0,12.0,0.0,1.0,1.0,1.0,4.0,15.0,13.0,45.0,15.0,33.0,20.0,9.0,9.0,12.0,1.0,0.0,1.0,8.0,0.0,143.0,0.0,9.0,0.0,1.0,48.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,16.0,83.0,1.0,1.0,1.0,13.0,40.0,1.0,37.0,1.0,5308.0,0
41.0,3.0,38.0,21.0,36.0,1.0,4.0,37.0,8.0,1.0,0.0,1.0,4.0,38.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,38.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,37.0,49.0,1.0,0.0,2.0,54.0,1.0,1.0,0.0,38.0,40.0,1.0,6.0,1.0,5308.0,0
41.0,3.0,140.0,21.0,11.0,1.0,4.0,12.0,0.0,1.0,1.0,1.0,4.0,15.0,13.0,45.0,15.0,33.0,20.0,9.0,9.0,12.0,1.0,0.0,1.0,8.0,0.0,138.0,0.0,9.0,0.0,1.0,48.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,16.0,78.0,1.0,1.0,1.0,13.0,40.0,1.0,30.0,1.0,5308.0,0
41.0,3.0,22.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,0.0,1.0,4.0,15.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,22.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,2.0,22.0,1.0,0.0,0.0,15.0,40.0,1.0,105.0,1.0,5308.0,0
41.0,3.0,123.0,21.0,8.0,1.0,4.0,9.0,10.0,1.0,1.0,1.0,4.0,15.0,10.0,45.0,15.0,33.0,20.0,9.0,9.0,9.0,1.0,0.0,1.0,8.0,0.0,121.0,0.0,9.0,0.0,1.0,50.0,2.0,36.0,5.0,14.0,51.0,1.0,0.0,16.0,45.0,1.0,1.0,1.0,10.0,40.0,1.0,128.0,1.0,5308.0,0
41.0,0.0,93.0,0.0,13.0,0.0,1.0,14.0,11.0,0.0,0.0,1.0,0.0,2.0,13.0,41.0,7.0,33.0,30.0,9.0,6.0,12.0,1.0,0.0,1.0,8.0,1.0,93.0,1.0,2.0,1.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,0.0,0.0,7.0,112.0,1.0,1.0,1.0,2.0,40.0,1.0,134.0,0.0,5308.0,0
41.0,3.0,92.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,0.0,4.0,15.0,1.0,45.0,8.0,33.0,28.0,9.0,5.0,12.0,1.0,2.0,1.0,8.0,0.0,92.0,1.0,9.0,1.0,1.0,48.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,5.0,112.0,1.0,1.0,1.0,1.0,48.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,94.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,4.0,2.0,13.0,45.0,11.0,33.0,38.0,9.0,7.0,12.0,1.0,0.0,1.0,8.0,1.0,94.0,1.0,2.0,1.0,0.0,40.0,2.0,36.0,0.0,14.0,49.0,1.0,0.0,9.0,112.0,1.0,1.0,1.0,2.0,40.0,1.0,134.0,1.0,5308.0,0
49.0,3.0,95.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,4.0,15.0,14.0,45.0,12.0,33.0,38.0,9.0,7.0,12.0,1.0,0.0,0.0,8.0,0.0,95.0,1.0,0.0,1.0,1.0,48.0,2.0,36.0,1.0,14.0,49.0,1.0,0.0,9.0,112.0,1.0,1.0,1.0,14.0,48.0,1.0,134.0,1.0,5308.0,0
43.0,4.0,88.0,17.0,13.0,0.0,3.0,14.0,11.0,1.0,0.0,1.0,3.0,106.0,13.0,42.0,2.0,33.0,20.0,5.0,4.0,12.0,1.0,0.0,1.0,8.0,1.0,88.0,1.0,1.0,1.0,1.0,40.0,2.0,36.0,3.0,14.0,49.0,0.0,0.0,3.0,112.0,1.0,1.0,1.0,106.0,40.0,1.0,134.0,1.0,5308.0,0
41.0,3.0,153.0,21.0,13.0,1.0,4.0,14.0,2.0,1.0,1.0,1.0,4.0,15.0,15.0,45.0,15.0,33.0,20.0,9.0,9.0,14.0,1.0,0.0,1.0,8.0,0.0,151.0,0.0,9.0,0.0,1.0,61.0,2.0,36.0,5.0,14.0,62.0,1.0,0.0,16.0,100.0,1.0,1.0,1.0,15.0,40.0,1.0,80.0,1.0,5308.0,0
41.0,3.0,59.0,21.0,51.0,1.0,4.0,52.0,9.0,1.0,0.0,1.0,4.0,53.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,59.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,52.0,49.0,1.0,0.0,2.0,92.0,1.0,1.0,0.0,53.0,40.0,1.0,85.0,1.0,5308.0,0
41.0,1.0,92.0,1.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,1.0,1.0,13.0,45.0,3.0,33.0,28.0,9.0,5.0,12.0,1.0,0.0,1.0,8.0,1.0,92.0,1.0,5.0,1.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,0.0,0.0,5.0,112.0,1.0,1.0,1.0,1.0,40.0,1.0,134.0,1.0,5308.0,0
41.0,4.0,98.0,11.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,3.0,15.0,13.0,45.0,4.0,33.0,20.0,9.0,1.0,12.0,1.0,1.0,1.0,0.0,1.0,96.0,1.0,10.0,1.0,1.0,35.0,0.0,36.0,5.0,14.0,49.0,0.0,0.0,14.0,112.0,1.0,1.0,1.0,6.0,40.0,1.0,134.0,1.0,5308.0,6
46.0,3.0,168.0,4.0,13.0,0.0,2.0,14.0,11.0,1.0,0.0,1.0,2.0,15.0,13.0,45.0,5.0,33.0,60.0,9.0,3.0,12.0,1.0,0.0,1.0,8.0,1.0,166.0,1.0,7.0,1.0,1.0,44.0,2.0,36.0,4.0,14.0,49.0,0.0,0.0,21.0,112.0,1.0,1.0,1.0,19.0,44.0,1.0,134.0,1.0,5308.0,6
41.0,3.0,68.0,21.0,28.0,1.0,4.0,14.0,5.0,1.0,0.0,1.0,4.0,15.0,30.0,45.0,6.0,33.0,20.0,9.0,4.0,12.0,1.0,0.0,1.0,8.0,0.0,68.0,0.0,6.0,1.0,1.0,46.0,2.0,36.0,5.0,14.0,49.0,1.0,0.0,3.0,112.0,1.0,0.0,1.0,30.0,46.0,1.0,64.0,1.0,5308.0,6
41.0,3.0,2.0,21.0,3.0,1.0,4.0,4.0,6.0,1.0,0.0,1.0,4.0,5.0,13.0,45.0,0.0,33.0,8.0,9.0,1.0,12.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,2.0,0.0,1.0,40.0,2.0,36.0,5.0,4.0,49.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,40.0,1.0,2.0,1.0,5308.0,6
41.0,3.0,171.0,6.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,2.0,15.0,13.0,45.0,16.0,9.0,20.0,9.0,3.0,12.0,1.0,4.0,1.0,8.0,1.0,167.0,1.0,10.0,1.0,1.0,40.0,1.0,2.0,5.0,14.0,49.0,0.0,1.0,26.0,112.0,0.0,1.0,1.0,14.0,40.0,1.0,134.0,1.0,5308.0,6
34.0,1.0,97.0,3.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,1.0,15.0,13.0,45.0,10.0,33.0,20.0,9.0,1.0,12.0,0.0,4.0,1.0,8.0,1.0,167.0,1.0,3.0,1.0,1.0,34.0,2.0,36.0,2.0,14.0,49.0,0.0,1.0,12.0,112.0,1.0,1.0,1.0,14.0,40.0,0.0,134.0,1.0,5308.0,6
41.0,3.0,159.0,21.0,32.0,1.0,4.0,33.0,7.0,1.0,1.0,1.0,4.0,15.0,34.0,45.0,15.0,33.0,20.0,9.0,9.0,33.0,1.0,0.0,1.0,8.0,0.0,157.0,0.0,9.0,0.0,1.0,46.0,2.0,36.0,5.0,14.0,47.0,1.0,0.0,16.0,106.0,1.0,4.0,1.0,34.0,40.0,1.0,49.0,1.0,5308.0,6
41.0,1.0,92.0,1.0,13.0,1.0,4.0,14.0,11.0,1.0,0.0,1.0,1.0,1.0,13.0,45.0,3.0,33.0,28.0,9.0,5.0,12.0,1.0,0.0,1.0,8.0,1.0,92.0,1.0,5.0,1.0,1.0,40.0,2.0,36.0,5.0,14.0,49.0,0.0,0.0,5.0,112.0,1.0,1.0,1.0,1.0,40.0,1.0,134.0,1.0,5308.0,6
41.0,3.0,171.0,8.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,2.0,15.0,13.0,45.0,16.0,3.0,20.0,9.0,3.0,12.0,1.0,4.0,1.0,8.0,1.0,167.0,1.0,10.0,1.0,1.0,40.0,1.0,19.0,5.0,14.0,49.0,0.0,1.0,26.0,112.0,0.0,1.0,1.0,14.0,40.0,1.0,134.0,1.0,5308.0,6
34.0,1.0,97.0,3.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,1.0,15.0,13.0,45.0,10.0,33.0,20.0,9.0,1.0,12.0,0.0,4.0,1.0,8.0,1.0,167.0,1.0,3.0,1.0,1.0,34.0,2.0,36.0,2.0,14.0,49.0,0.0,1.0,12.0,112.0,1.0,1.0,1.0,14.0,40.0,0.0,134.0,1.0,5308.0,6
34.0,3.0,0.0,21.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,4.0,15.0,13.0,45.0,9.0,33.0,20.0,9.0,0.0,12.0,0.0,3.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,34.0,2.0,36.0,0.0,14.0,49.0,1.0,0.0,1.0,112.0,1.0,1.0,1.0,32.0,40.0,1.0,134.0,1.0,5308.0,6
41.0,4.0,98.0,11.0,13.0,1.0,4.0,14.0,11.0,1.0,1.0,1.0,3.0,15.0,13.0,45.0,4.0,33.0,20.0,9.0,1.0,12.0,1.0,1.0,1.0,0.0,1.0,96.0,1.0,10.0,1.0,1.0,35.0,0.0,36.0,5.0,14.0,49.0,0.0,0.0,14.0,112.0,1.0,1.0,1.0,6.0,40.0,1.0,134.0,1.0,5308.0,6
